-0.6885385,-0.3476933,-1.4063717,0.13555308,-1.3192511,-1.3493283,1.708604,1.4700103,-1.4318994,-0.6993323,-1.7927623,1.9135387,-0.57063043,-0.98614836,3.3997023,-0.5997078,0.93707067,-1.4047017,-1.0492066,3.0309873
-0.32935312,-1.2469627,0.9483644,-1.1791823,2.090255,-0.19442366,-0.3862129,0.8625891,-0.75710285,2.6326249,0.98302215,-0.07597812,-1.340094,0.3062171,1.3884771,-1.0152775,1.5214139,-0.8673957,0.8918317,-3.028404
-0.22945422,-0.8554081,-1.3489769,-1.3356041,-2.3489938,0.90436757,-0.509485,1.6077589,2.7984934,-0.88851523,-0.92469466,0.85967135,-1.0654861,1.5572647,0.32173276,-1.2820145,-0.5392566,0.63867414,0.18582006,-2.6470878
-1.6818002,0.52358216,-1.1101371,-1.1872846,0.8530078,0.18835375,-1.2002627,-0.9845343,0.9022408,0.17860766,-2.289444,0.4613016,1.5327172,0.54194653,-0.5163182,-0.57433474,-0.97069854,1.6431382,-0.16258273,0.14537556
0.53633237,-0.81946707,-1.7518581,-1.901402,1.3147894,-0.61662346,-1.8350345,1.4651195,-0.0075354585,0.38732478,-0.43467784,-1.156432,-2.2842171,-1.3704617,-2.741186,1.4550738,-2.0024083,-0.86919105,2.7547004,2.2874556
1.3845485,-1.2959117,1.264251,-0.8977369,-1.4385742,-1.3503826,-1.1898793,-0.52116346,2.568791,-1.0362853,-0.20859487,1.0871897,-1.6164774,1.1399802,2.7437222,-0.07865812,-0.391697,-0.77684855,-0.9450931,-2.3150995
-1.758989,-1.691125,1.0624833,2.9281735,0.04283968,-0.4072147,-0.0014907635,-1.3748076,-1.9656417,-1.99771,-1.9654175,1.2319299,0.8169518,-0.027565446,-0.20875373,-1.1995144,0.42845473,0.47153792,0.08186053,-1.2224019
0.70176846,-1.722185,0.18466164,0.8925384,-2.0210693,0.9704483,-1.8098714,0.69959843,-0.3007282,-1.3090335,0.7907606,-0.8784122,-0.35824442,-0.65091896,0.61684453,-0.61282176,-1.6107088,-0.959771,0.9980573,1.2957852
2.1883628,0.036698595,-1.0329266,0.49070355,-1.3785726,-2.0170355,-1.9172473,-0.123783074,-0.6460401,-0.6482612,-0.08263995,1.7284999,0.5091725,-0.18622202,-1.1978093,-0.25220755,1.3613762,-1.1657319,-1.8870012,-1.4263995
1.4666739,-2.085009,0.71239555,0.7224188,-0.8030521,0.10875362,1.946119,-0.62176186,-0.32763705,-1.8339108,0.0057045044,-2.3148615,-0.9737759,-0.9835488,-1.0247525,-1.7477689,-0.25968456,0.32817027,-1.2816346,1.7508166
